S,-1.16,-0.06,253.82,350.00,-840.00,-560.00,1004.60,45.5052567,-73.5796204,00,04,45,199,E
S,-1.16,-0.18,253.82,280.00,-840.00,-560.00,1004.57,45.5052643,-73.5796280,00,06,07,51,E
S,-1.10,-0.18,253.88,350.00,-840.00,-560.00,1004.61,45.5052643,-73.5796280,00,06,09,151,E
S,-1.10,-0.18,253.82,350.00,-840.00,-560.00,1004.59,45.5052643,-73.5796280,00,06,11,251,E
S,-1.10,-0.18,253.70,350.00,-840.00,-560.00,1004.57,45.5052643,-73.5796280,00,06,12,95,E
S,-1.10,-0.18,253.70,350.00,-840.00,-560.00,1004.62,45.5052643,-73.5796280,00,06,14,194,E
S,-1.10,-0.24,253.70,280.00,-910.00,-560.00,1004.60,45.5052643,-73.5796280,00,06,15,38,E
S,-1.10,-0.18,253.64,280.00,-840.00,-560.00,1004.61,45.5052643,-73.5796280,00,06,17,138,E
S,-1.10,-0.24,253.52,280.00,-840.00,-560.00,1004.56,45.5052643,-73.5796204,00,06,19,238,E
S,-1.10,-0.24,253.52,350.00,-840.00,-630.00,1004.57,45.5052643,-73.5796204,00,06,20,81,E
S,-1.10,-0.24,253.52,350.00,-840.00,-630.00,1004.59,45.5052643,-73.5796204,00,06,22,181,E
S,-1.10,-0.18,253.64,350.00,-770.00,-630.00,1004.58,45.5052643,-73.5796204,00,06,23,25,E
S,-1.10,-0.18,253.58,350.00,-840.00,-560.00,1004.59,45.5052643,-73.5796204,00,06,25,125,E
S,-1.10,-0.18,253.64,350.00,-910.00,-560.00,1004.56,45.5052643,-73.5796127,00,06,27,224,E
S,-1.04,-0.24,253.70,350.00,-1190.00,-350.00,1004.53,45.5052643,-73.5796127,00,06,28,68,E
S,-0.98,-0.31,253.76,350.00,-840.00,-560.00,1004.60,45.5052643,-73.5796127,00,06,30,168,E
S,-0.98,-0.31,253.76,350.00,-840.00,-560.00,1004.59,45.5052643,-73.5796127,00,06,31,11,E
S,-0.98,-0.31,253.64,350.00,-770.00,-630.00,1004.59,45.5052643,-73.5796127,00,06,33,111,E
S,-0.98,-0.24,253.64,280.00,-910.00,-560.00,1004.57,45.5052643,-73.5796127,00,06,35,211,E
S,-0.92,-0.24,253.70,350.00,-840.00,-560.00,1004.59,45.5052643,-73.5796127,00,06,36,54,E
S,-0.98,-0.31,253.76,350.00,-840.00,-560.00,1004.58,45.5052643,-73.5796127,00,06,38,154,E
S,-0.98,-0.24,253.76,350.00,-840.00,-560.00,1004.57,45.5052643,-73.5796127,00,06,40,254,E
S,-0.98,-0.24,253.82,280.00,-840.00,-630.00,1004.57,45.5052643,-73.5796127,00,06,41,97,E
S,-1.04,-0.24,253.76,420.00,-700.00,-1680.00,1004.58,45.5052643,-73.5796051,00,06,43,197,E
S,-1.22,-0.24,253.58,350.00,-840.00,-630.00,1004.58,45.5052643,-73.5796051,00,06,44,41,E
S,-1.16,-0.24,253.52,350.00,-840.00,-560.00,1004.58,45.5052643,-73.5796051,00,06,46,140,E
S,-1.10,-0.18,253.70,350.00,-910.00,-630.00,1004.61,45.5052643,-73.5796051,00,06,48,240,E
S,-1.10,-0.18,253.76,350.00,-840.00,-560.00,1004.57,45.5052643,-73.5796051,00,06,49,84,E
S,-1.04,-0.18,253.76,350.00,-840.00,-560.00,1004.61,45.5052643,-73.5796051,00,06,51,183,E
S,-1.04,-0.18,253.88,280.00,-840.00,-630.00,1004.57,45.5052643,-73.5796051,00,06,52,27,E
S,-1.04,-0.18,253.88,350.00,-840.00,-560.00,1004.57,45.5052643,-73.5796051,00,06,54,127,E
S,-1.04,-0.18,253.88,350.00,-840.00,-560.00,1004.55,45.5052643,-73.5796051,00,06,56,227,E
S,-1.04,-0.18,253.88,350.00,-840.00,-560.00,1004.63,45.5052643,-73.5796051,00,06,57,70,E
S,-1.04,-0.12,253.94,350.00,-840.00,-560.00,1004.61,45.5052567,-73.5796127,00,06,59,170,E
S,-1.04,-0.12,253.94,350.00,-840.00,-630.00,1004.58,45.5052567,-73.5796127,00,07,00,14,E
S,-1.04,-0.12,253.94,350.00,-910.00,-630.00,1004.60,45.5052567,-73.5796127,00,07,02,113,E
S,-1.04,-0.12,253.94,350.00,-840.00,-630.00,1004.59,45.5052567,-73.5796127,00,07,04,213,E
S,-1.04,-0.12,253.88,350.00,-840.00,-560.00,1004.58,45.5052567,-73.5796127,00,07,05,57,E
S,-1.10,-0.12,253.88,350.00,-840.00,-560.00,1004.57,45.5052567,-73.5796127,00,07,07,156,E
S,-1.10,-0.12,253.88,350.00,-840.00,-630.00,1004.60,45.5052567,-73.5796127,00,07,08,00,E
S,-1.04,-0.12,253.88,350.00,-840.00,-560.00,1004.57,45.5052567,-73.5796127,00,07,10,100,E
S,-1.04,-0.12,253.82,280.00,-840.00,-560.00,1004.57,45.5052567,-73.5796127,00,07,12,199,E
S,-1.04,-0.12,253.82,350.00,-840.00,-560.00,1004.57,45.5052567,-73.5796127,00,07,13,43,E
S,-1.04,-0.12,253.82,350.00,-840.00,-630.00,1004.56,45.5052567,-73.5796127,00,07,15,143,E
S,0.37,-0.12,253.94,490.00,-420.00,-2170.00,1004.58,45.5052567,-73.5796127,00,07,17,242,E
S,-0.61,-0.12,253.94,350.00,-840.00,-630.00,1004.61,45.5052567,-73.5796127,00,07,18,86,E
S,-0.92,-0.12,253.88,350.00,-840.00,-560.00,1004.54,45.5052567,-73.5796127,00,07,20,186,E
S,-1.04,-0.12,253.94,350.00,-840.00,-560.00,1004.56,45.5052567,-73.5796127,00,07,21,29,E
S,-1.04,-0.12,253.88,350.00,-840.00,-630.00,1004.55,45.5052567,-73.5796127,00,07,23,129,E
S,-1.04,-0.12,253.88,350.00,-840.00,-560.00,1004.56,45.5052567,-73.5796127,00,07,25,229,E
S,-1.10,-0.12,253.88,350.00,-840.00,-630.00,1004.59,45.5052567,-73.5796127,00,07,26,73,E
S,-1.10,-0.12,253.88,350.00,-840.00,-560.00,1004.55,45.5052567,-73.5796127,00,07,28,172,E
S,-1.04,-0.12,253.88,350.00,-840.00,-560.00,1004.56,45.5052567,-73.5796127,00,07,29,16,E
S,-1.10,-0.12,253.88,350.00,-840.00,-560.00,1004.62,45.5052567,-73.5796127,00,07,31,116,E
S,-1.10,-0.12,253.82,350.00,-840.00,-560.00,1004.59,45.5052567,-73.5796127,00,07,33,215,E
S,-1.10,-0.12,253.82,350.00,-840.00,-630.00,1004.58,45.5052567,-73.5796127,00,07,34,59,E
S,-1.10,-0.12,253.88,350.00,-840.00,-560.00,1004.58,45.5052567,-73.5796127,00,07,36,159,E
S,-1.10,-0.18,253.82,350.00,-840.00,-630.00,1004.59,45.5052567,-73.5796127,00,07,37,02,E
S,-1.10,-0.12,253.88,350.00,-840.00,-630.00,1004.58,45.5052490,-73.5796127,00,07,39,102,E
S,-1.10,-0.12,253.88,280.00,-840.00,-560.00,1004.57,45.5052490,-73.5796127,00,07,41,202,E
S,-1.10,-0.12,253.88,350.00,-840.00,-630.00,1004.56,45.5052490,-73.5796127,00,07,42,46,E
S,-1.10,-0.12,253.82,350.00,-840.00,-630.00,1004.58,45.5052490,-73.5796127,00,07,44,145,E
S,-1.10,-0.12,253.82,350.00,-840.00,-630.00,1004.57,45.5052490,-73.5796127,00,07,46,245,E
S,-1.04,-0.12,253.82,350.00,-840.00,-560.00,1004.56,45.5052490,-73.5796127,00,07,47,89,E
S,-1.04,-0.12,253.76,350.00,-840.00,-560.00,1004.57,45.5052490,-73.5796127,00,07,49,188,E
S,-1.04,-0.12,253.82,350.00,-840.00,-560.00,1004.56,45.5052490,-73.5796127,00,07,50,32,E
S,-1.04,-0.12,253.88,350.00,-840.00,-630.00,1004.58,45.5052490,-73.5796127,00,07,52,132,E
S,-1.10,-0.12,253.88,350.00,-840.00,-560.00,1004.57,45.5052490,-73.5796127,00,07,54,232,E
S,-0.55,0.31,201.18,280.00,-770.00,-490.00,1004.50,0.0000000,0.0000000,00,00,02,0180,E
S,-0.55,0.31,201.18,280.00,-770.00,-490.00,1004.50,0.0000000,0.0000000,00,00,02,0180,E
S,-0.55,0.31,201.18,280.00,-770.00,-490.00,1004.50,0.0000000,0.0000000,00,00,02,0180,E
S,-0.55,0.31,201.18,280.00,-770.00,-490.00,1004.50,0.0000000,0.0000000,00,00,02,0180,E
S,-0.55,0.31,201.18,280.00,-770.00,-490.00,1004.50,0.0000000,0.0000000,00,00,02,0180,E
S,-0.55,0.31,201.18,280.00,-770.00,-490.00,1004.50,0.0000000,0.0000000,00,00,02,0180,E
J,0,0.63,0.29,0.46,0,0,0,0,E
S,-0.61,0.24,201.24,280.00,-840.00,-560.00,1004.49,0.0000000,0.0000000,00,00,02,0178,E
S,-0.61,0.24,201.24,280.00,-840.00,-560.00,1004.49,0.0000000,0.0000000,00,00,02,0178,E
S,-0.61,0.24,201.24,280.00,-840.00,-560.00,1004.49,0.0000000,0.0000000,00,00,02,0178,E
S,-0.92,0.18,253.46,280.00,-840.00,-560.00,1004.54,45.5052490,-73.5796204,00,00,02,55,E
S,-0.98,0.18,253.58,280.00,-840.00,-560.00,1004.51,45.5052490,-73.5796204,00,00,27,199,E
S,-0.92,0.18,253.58,280.00,-840.00,-560.00,1004.50,45.5052490,-73.5796204,00,00,29,241,E
S,-0.92,0.18,253.58,280.00,-840.00,-560.00,1004.52,45.5052567,-73.5796204,00,00,30,86,E
S,-0.92,0.18,253.58,280.00,-840.00,-560.00,1004.48,45.5052567,-73.5796204,00,00,32,129,E
S,-0.98,0.12,253.52,280.00,-840.00,-560.00,1004.52,45.5052567,-73.5796280,00,00,34,230,E
S,-0.98,0.18,253.52,280.00,-840.00,-560.00,1004.51,45.5052567,-73.5796280,00,00,35,16,E
S,-0.98,0.18,253.58,280.00,-840.00,-560.00,1004.50,45.5052567,-73.5796280,00,00,37,117,E
S,-0.98,0.18,253.64,280.00,-840.00,-560.00,1004.51,45.5052567,-73.5796280,00,00,39,160,E
S,-0.98,0.18,253.64,280.00,-840.00,-560.00,1004.49,45.5052567,-73.5796356,00,00,40,05,E
S,-0.98,0.18,253.70,280.00,-840.00,-560.00,1004.49,45.5052490,-73.5796356,00,00,42,47,E
S,-0.98,0.18,253.64,280.00,-840.00,-560.00,1004.51,45.5052567,-73.5796356,00,00,44,148,E
S,-0.98,0.12,253.46,280.00,-840.00,-560.00,1004.50,45.5052567,-73.5796356,00,00,46,191,E
S,-0.98,0.12,253.46,350.00,-840.00,-560.00,1004.54,45.5052567,-73.5796280,00,00,47,36,E
S,-0.98,0.12,253.64,280.00,-840.00,-560.00,1004.52,45.5052567,-73.5796280,00,00,49,78,E
S,-0.98,0.12,253.64,280.00,-840.00,-560.00,1004.51,45.5052567,-73.5796280,00,00,51,179,E
S,-0.98,0.12,253.58,280.00,-840.00,-560.00,1004.50,45.5052567,-73.5796280,00,00,53,221,E
S,-1.04,0.12,253.58,280.00,-840.00,-560.00,1004.50,45.5052567,-73.5796280,00,00,54,66,E
S,-0.98,0.18,253.64,280.00,-840.00,-560.00,1004.52,45.5052567,-73.5796280,00,00,56,108,E
S,-0.98,0.12,253.64,280.00,-840.00,-560.00,1004.52,45.5052567,-73.5796280,00,00,58,209,E
S,-0.98,0.12,253.52,280.00,-840.00,-560.00,1004.51,45.5052567,-73.5796280,00,01,00,252,E
S,-0.98,0.12,253.52,280.00,-840.00,-560.00,1004.54,45.5052567,-73.5796280,00,01,01,97,E
S,-1.04,0.12,253.52,280.00,-840.00,-560.00,1004.51,45.5052567,-73.5796280,00,01,03,139,E
S,-0.98,0.12,253.52,280.00,-840.00,-560.00,1004.54,45.5052567,-73.5796204,00,01,05,240,E
S,-0.98,0.12,253.64,280.00,-840.00,-560.00,1004.54,45.5052567,-73.5796204,00,01,06,26,E
S,-0.98,0.12,253.58,280.00,-840.00,-560.00,1004.52,45.5052567,-73.5796204,00,01,08,127,E
S,-0.98,0.18,253.58,280.00,-840.00,-560.00,1004.53,45.5052567,-73.5796204,00,01,10,169,E
S,-0.98,0.12,253.52,280.00,-840.00,-560.00,1004.55,45.5052567,-73.5796204,00,01,11,14,E
S,-0.98,0.12,253.52,280.00,-840.00,-560.00,1004.50,45.5052567,-73.5796204,00,01,13,56,E
S,-0.98,0.12,253.64,280.00,-840.00,-560.00,1004.54,45.5052567,-73.5796204,00,01,15,157,E
S,-0.98,0.18,253.70,280.00,-840.00,-560.00,1004.56,45.5052567,-73.5796204,00,01,17,199,E
S,-0.98,0.12,253.64,280.00,-840.00,-560.00,1004.52,45.5052567,-73.5796204,00,01,18,44,E
S,-0.98,0.12,253.64,280.00,-840.00,-560.00,1004.53,45.5052567,-73.5796204,00,01,20,86,E
S,-0.98,0.12,253.58,280.00,-840.00,-560.00,1004.50,45.5052567,-73.5796204,00,01,22,187,E
S,-0.98,0.12,253.52,280.00,-840.00,-560.00,1004.54,45.5052567,-73.5796204,00,01,24,230,E
S,-0.92,0.12,253.58,280.00,-840.00,-560.00,1004.54,45.5052567,-73.5796204,00,01,25,74,E
S,-0.92,0.12,253.52,280.00,-840.00,-560.00,1004.54,45.5052567,-73.5796204,00,01,27,117,E
S,-0.92,0.18,253.64,280.00,-840.00,-560.00,1004.55,45.5052490,-73.5796204,00,01,29,218,E
