s0000.00;0000.00;0000.00;000.00;000.00;000.00;022.38;101249.30;00106.73;454469522;-736939735;20:04:27e
s-004.38;-003.69;0000.00;-00.72;000.58;009.41;022.31;101237.30;00107.73;454469476;-736939739;20:04:29e
s-004.38;-003.69;0000.00;-00.74;000.59;009.46;022.31;101239.65;00107.53;454469404;-736939731;20:04:31e
s-004.38;-003.69;0000.00;-00.73;000.60;009.43;022.32;101242.59;00107.29;454469334;-736939735;20:04:33e
s-004.38;-003.69;0000.00;-00.74;000.59;009.44;022.34;101244.38;00107.14;454469256;-736939735;20:04:35e
s-004.38;-003.69;0000.00;-00.73;000.60;009.46;022.35;101245.15;00107.07;454469190;-736939730;20:04:37e
s-004.38;-003.69;0000.00;-00.70;000.59;009.42;022.37;101246.16;00106.99;454469151;-736939729;20:04:39e
s-004.38;-003.69;0000.00;-00.72;000.57;009.45;022.38;101246.62;00106.95;454469122;-736939732;20:04:41e
s-004.38;-003.69;0000.00;-00.72;000.60;009.45;022.39;101246.60;00106.95;454469097;-736939721;20:04:43e
s-004.38;-003.69;0000.00;-00.71;000.59;009.44;022.41;101246.52;00106.96;454469093;-736939719;20:04:45e
s-004.38;-003.69;0000.00;-00.71;000.58;009.44;022.42;101245.99;00107.00;454469086;-736939724;20:04:47e
s-004.38;-003.69;0000.00;-00.72;000.59;009.42;022.43;101246.03;00107.00;454469064;-736939727;20:04:49e
s-004.38;-003.69;0000.00;-00.71;000.58;009.45;022.45;101246.11;00106.99;454469039;-736939732;20:04:51e
s-004.38;-003.69;0000.00;-00.71;000.61;009.42;022.46;101245.70;00107.03;454469022;-736939732;20:04:53e
s-004.38;-003.69;0000.00;-00.72;000.59;009.46;022.48;101246.00;00107.00;454469024;-736939740;20:04:55e
s-004.38;-003.69;0000.00;-00.73;000.58;009.45;022.50;101246.14;00106.99;454469038;-736939744;20:04:57e
s-004.38;-003.69;0000.00;-00.71;000.57;009.43;022.51;101245.56;00107.04;454469058;-736939747;20:04:59e
s-004.38;-003.69;0000.00;-00.70;000.60;009.44;022.53;101245.38;00107.06;454469082;-736939767;20:05:01e
s-004.38;-003.69;0000.00;-00.72;000.60;009.44;022.55;101245.05;00107.08;454469105;-736939781;20:05:03e
s-004.38;-003.69;0000.00;-00.73;000.58;009.48;022.56;101244.60;00107.12;454469126;-736939788;20:05:05e
s-004.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;20:05:07e
