s0000.19;-018.19;0170.50;000.00;002.97;009.09;027.62;098938.02;00300.63;455033465;-735868068;20:48:30e
s0000.19;-018.19;0170.50;000.00;002.97;009.12;027.61;098937.23;00300.70;455033470;-735868091;20:48:34e
s0000.19;-018.19;0170.50;000.00;002.93;009.10;027.61;098937.06;00300.71;455033472;-735868093;20:48:36e
s0000.19;-018.19;0170.50;000.00;002.97;009.11;027.61;098934.23;00300.95;455033473;-735868097;20:48:40e
s0000.19;-018.19;0170.50;000.00;002.97;009.12;027.61;098933.58;00301.01;455033472;-735868101;20:48:42e
s0000.19;-018.19;0170.50;000.00;002.96;009.08;027.61;098933.98;00300.98;455033470;-735868099;20:48:44e
s0000.19;-018.19;0170.50;000.00;002.96;009.12;027.61;098933.48;00301.02;455033469;-735868097;20:48:46e
s0000.19;-018.19;0170.50;000.02;002.98;009.11;027.61;098932.52;00301.10;455033466;-735868098;20:48:48e
s0000.19;-018.19;0170.50;000.00;002.96;009.13;027.61;098932.84;00301.07;455033463;-735868100;20:48:50e
s0000.19;-018.19;0170.50;000.01;002.95;009.11;027.61;098934.14;00300.96;455033458;-735868101;20:48:52e
s0000.19;-018.19;0170.50;000.00;002.98;009.11;027.61;098935.60;00300.84;455033451;-735868104;20:48:54e
s0000.19;-018.19;0170.50;000.01;002.95;009.10;027.61;098936.97;00300.72;455033450;-735868111;20:48:56e
s0000.19;-018.19;0170.50;000.02;002.99;009.11;027.61;098937.13;00300.71;455033450;-735868118;20:48:58e
s0000.19;-018.19;0170.50;000.00;002.96;009.11;027.61;098935.67;00300.83;455033446;-735868129;20:49:02e
s0000.19;-018.19;0170.50;000.00;002.98;009.10;027.61;098936.48;00300.76;455033442;-735868134;20:49:04e
s0000.19;-018.19;0170.50;000.01;002.94;009.11;027.61;098936.58;00300.76;455033439;-735868137;20:49:06e
s0000.19;-018.19;0170.50;000.00;002.98;009.13;027.61;098936.17;00300.79;455033439;-735868134;20:49:08e
s0000.19;-018.19;0170.50;000.00;002.97;009.14;027.61;098936.50;00300.76;455033442;-735868127;20:49:10e
s0000.19;-018.19;0170.50;000.00;002.97;009.11;027.61;098937.16;00300.71;455033445;-735868112;20:49:14e
s0000.19;-018.19;0170.50;000.01;002.98;009.13;027.61;098937.60;00300.67;455033446;-735868105;20:49:16e
s0000.19;-018.19;0170.50;000.00;002.98;009.10;027.60;098937.05;00300.72;455033450;-735868099;20:49:20e
s0000.19;-018.19;0170.50;000.00;002.97;009.11;027.60;098936.72;00300.74;455033455;-735868103;20:49:22e
s0000.19;-018.19;0170.50;000.00;002.98;009.11;027.60;098935.58;00300.84;455033457;-735868106;20:49:24e
s0000.19;-018.19;0170.50;000.00;002.98;009.10;027.60;098935.19;00300.87;455033454;-735868104;20:49:26e
s0000.19;-018.19;0170.50;000.00;002.97;009.10;027.60;098936.16;00300.79;455033457;-735868104;20:49:30e
s0000.19;-018.19;0170.50;000.00;002.97;009.13;027.60;098936.09;00300.80;455033458;-735868106;20:49:32e
s0000.19;-018.19;0170.50;000.01;002.98;009.09;027.60;098935.21;00300.87;455033465;-735868104;20:49:36e
s0000.19;-018.19;0170.50;000.01;002.98;009.11;027.59;098934.84;00300.90;455033468;-735868112;20:49:40e
s0000.19;-018.19;0170.50;000.00;002.99;009.09;027.59;098935.26;00300.87;455033471;-735868113;20:49:42e
s0000.19;-018.19;0170.50;000.00;002.99;009.11;027.59;098936.08;00300.80;455033475;-735868113;20:49:44e
s0000.19;-018.19;0170.50;000.00;002.97;009.11;027.59;098936.33;00300.78;455033477;-735868113;20:49:46e
s0000.19;-018.19;0170.50;000.00;002.96;009.12;027.59;098935.94;00300.81;455033478;-735868115;20:49:48e
s0000.19;-018.19;0170.50;000.00;002.97;009.11;027.58;098935.17;00300.88;455033470;-735868112;20:49:52e
s0000.19;-018.19;0170.50;000.00;002.96;009.12;027.58;098934.45;00300.94;455033453;-735868108;20:49:56e
s0000.19;-018.19;0170.50;000.01;002.96;009.11;027.58;098935.10;00300.88;455033451;-735868114;20:49:58e
s0000.19;-018.19;0170.50;000.00;002.97;009.10;027.58;098935.59;00300.84;455033453;-735868114;20:50:00e
s0000.19;-018.19;0170.50;000.00;002.96;009.11;027.58;098935.69;00300.83;455033453;-735868120;20:50:02e
s0000.19;-018.19;0170.50;000.00;002.97;009.10;027.57;098936.26;00300.78;455033452;-735868120;20:50:04e
s0000.19;-018.19;0170.50;000.01;002.97;009.08;027.57;098937.55;00300.67;455033449;-735868118;20:50:06e
s0000.19;-018.19;0170.50;000.01;002.99;009.10;027.57;098937.68;00300.66;455033451;-735868117;20:50:08e
s0000.19;-018.19;0170.50;000.00;002.97;009.11;027.57;098937.12;00300.71;455033450;-735868110;20:50:10e
s0000.19;-018.19;0170.50;000.00;002.98;009.12;027.57;098936.89;00300.73;455033451;-735868107;20:50:12e
s0000.19;-018.19;0170.50;000.00;002.97;009.11;027.56;098937.08;00300.71;455033441;-735868092;20:50:16e
s0000.19;-018.19;0170.50;000.00;002.97;009.12;027.56;098936.88;00300.73;455033440;-735868087;20:50:18e
s0000.19;-018.19;0170.50;000.01;002.97;009.10;027.56;098937.03;00300.72;455033444;-735868085;20:50:20e
s0000.19;-018.19;0170.50;000.00;002.97;009.11;027.56;098936.97;00300.72;455033440;-735868092;20:50:22e
s0000.19;-018.19;0170.50;000.00;002.95;009.15;027.55;098936.57;00300.76;455033447;-735868092;20:50:24e
s0000.19;-018.19;0170.50;000.01;002.98;009.11;027.55;098936.17;00300.79;455033451;-735868081;20:50:28e
s0000.19;-018.19;0170.50;000.00;002.98;009.11;027.55;098935.94;00300.81;455033451;-735868078;20:50:30e
s0000.19;-018.19;0170.50;000.00;002.97;009.11;027.55;098935.41;00300.86;455033449;-735868076;20:50:32e
s0000.19;-018.19;0170.50;000.01;002.98;009.09;027.54;098934.20;00300.96;455033452;-735868073;20:50:36e
s0000.19;-018.19;0170.50;000.02;002.95;009.09;027.54;098932.84;00301.07;455033461;-735868070;20:50:38e
s0000.19;-018.19;0170.50;000.02;002.97;009.11;027.54;098929.42;00301.36;455033458;-735868072;20:50:40e
s0000.19;-018.19;0170.50;000.01;002.96;009.09;027.54;098933.22;00301.04;455033448;-735868059;20:50:46e
s0000.19;-018.19;0170.50;000.00;002.98;009.10;027.53;098936.23;00300.79;455033445;-735868065;20:50:48e
s0000.19;-018.19;0170.50;000.00;002.97;009.11;027.53;098938.11;00300.63;455033428;-735868056;20:50:52e
s0000.19;-018.19;0170.50;000.01;003.00;009.11;027.53;098938.84;00300.56;455033421;-735868048;20:50:56e
s0000.19;-018.19;0170.50;000.01;002.97;009.11;027.53;098939.27;00300.53;455033416;-735868050;20:50:58e
s0000.19;-018.19;0170.50;000.01;002.98;009.13;027.52;098939.80;00300.48;455033403;-735868060;20:51:02e
s0000.19;-018.19;0170.50;000.00;002.98;009.11;027.52;098938.76;00300.57;455033400;-735868066;20:51:04e
s0000.19;-018.19;0170.50;000.00;002.97;009.12;027.52;098938.36;00300.61;455033397;-735868063;20:51:06e
s0000.19;-018.19;0170.50;000.00;002.98;009.09;027.51;098938.62;00300.58;455033398;-735868068;20:51:08e
s0000.19;-018.19;0170.50;000.00;002.96;009.14;027.51;098938.58;00300.59;455033396;-735868072;20:51:10e
s0000.19;-018.19;0170.50;000.01;002.94;009.11;027.50;098937.23;00300.70;455033396;-735868069;20:51:14e
s0000.19;-018.19;0170.50;000.01;002.97;009.10;027.50;098936.80;00300.74;455033394;-735868068;20:51:16e
s0000.19;-018.19;0170.50;000.00;002.98;009.09;027.49;098939.34;00300.52;455033404;-735868077;20:51:22e
s0000.19;-018.19;0170.50;000.00;002.96;009.10;027.49;098939.47;00300.51;455033406;-735868080;20:51:24e
s0000.19;-018.19;0170.50;000.00;002.97;009.10;027.49;098939.39;00300.52;455033421;-735868079;20:51:26e
s0000.19;-018.19;0170.50;000.01;002.98;009.12;027.48;098939.41;00300.52;455033427;-735868080;20:51:30e
s0000.19;-018.19;0170.50;000.01;002.98;009.09;027.47;098938.77;00300.57;455033416;-735868089;20:51:38e
s0000.19;-018.19;0170.50;000.00;002.95;009.11;027.47;098937.08;00300.71;455033411;-735868085;20:51:40e
s0000.19;-018.19;0170.50;000.00;002.98;009.12;027.46;098935.41;00300.86;455033409;-735868084;20:51:42e
s0000.19;-018.19;0170.50;000.01;002.96;009.10;027.46;098935.02;00300.89;455033413;-735868091;20:51:44e
s0000.19;-018.19;0170.50;000.00;002.96;009.12;027.46;098935.66;00300.83;455033412;-735868093;20:51:46e
s0000.19;-018.19;0170.50;000.00;003.00;009.10;027.46;098936.17;00300.79;455033405;-735868079;20:51:50e
s0000.19;-018.19;0170.50;000.00;002.98;009.08;027.45;098937.43;00300.68;455033405;-735868074;20:51:52e
s0000.19;-018.19;0170.50;000.00;002.98;009.13;027.45;098938.08;00300.63;455033406;-735868076;20:51:54e
